iso3,name,population,median_age_approx,under_20_share,age_20_64_share,age_65_plus_share,age_80_plus_share,age_100_plus_share,age_120_plus_share,age_150_plus_share
LTU,Lithuania,598322.7948462194,49.853639018349,0.19437666709015775,0.4644275777196474,0.34119575519019496,0.19084567747134992,0.04302253664476439,0.002768916075514841,2.5027111340904618e-05
LUX,Luxembourg,487879.16930248553,52.29361039584616,0.18476367166216667,0.4433197137773698,0.3719166145604636,0.2238935319456202,0.06491450308022405,0.007485113626020243,0.00018051452445447678
LVA,Latvia,496564.00357552554,49.88240533444294,0.19425156903303378,0.464195693179311,0.3415527377876552,0.19119576635156416,0.043197099930530114,0.0027909878789149863,2.5296049984130648e-05
MAC,"China, Macao SAR",150316.3456481219,52.69197647639138,0.18330557986619175,0.4399287260613163,0.376765694072492,0.22933832712869232,0.0690995034177852,0.00871150407845564,0.0002475869276147439
MAF,Saint Martin (French part),14792.500052790268,52.5753847978199,0.18375031923534868,0.4408598003811617,0.37538988038348964,0.2278506241332265,0.06802010854017959,0.008396076104340755,0.00022562952546639387
MAR,Morocco,23728982.4376933,49.46500367559498,0.1959084467153215,0.46813170420664596,0.33595984907803256,0.1851569843056821,0.039487053747181186,0.0022126793766412993,1.5727208116103808e-05
MCO,Monaco,39658.20436992079,55.50574089661123,0.17345934544110883,0.41736734274613807,0.409173311812753,0.26619826165808663,0.0998518739949652,0.02023837700169771,0.0012474966346611347
MDA,Republic of Moldova,873903.768261365,47.295677858047995,0.20538814968972557,0.48796587499700594,0.30664597531326854,0.15574128091285924,0.024986189020961506,0.0007002960981621583,1.5339274919314636e-06
MDG,Madagascar,65713455.74568041,43.75179979444336,0.22257162418647666,0.5226308594333603,0.2547975163801631,0.10822679300792197,0.00916467953905708,4.8937748784651887e-05,5.876361013308438e-09
MDV,Maldives,338528.2337157652,52.517331872963496,0.1839259109986754,0.44145341418091166,0.3746206748204129,0.226871884516486,0.06711791649940789,0.008095629776994488,0.00020925507842649987
MEX,Mexico,81363421.1790374,50.166453507368324,0.1930517192034345,0.4617947002040262,0.3451535805925393,0.19486477311346231,0.04526292951218455,0.0031132746991994493,3.1196385313687767e-05
MHL,Marshall Islands,15226.312082373555,44.03890417632847,0.22111119909573285,0.5196581998772595,0.2592306010270077,0.11208156234942936,0.010137269156980799,6.489046371222687e-05,1.0871154904714999e-08
MKD,North Macedonia,440980.3330664917,49.81361422396535,0.19447838478602533,0.4649770985921204,0.34054451662185425,0.18997787273866013,0.04228718864251412,0.0026263233078530116,2.2304934816669113e-05
MLI,Mali,60753790.972636566,42.42059746328482,0.22968032401097255,0.536091975379618,0.23422770060940948,0.09136400739614922,0.005696187124931367,1.3029446521842586e-05,3.3268343987320443e-10
MLT,Malta,194706.79248568148,53.42009340107249,0.18065389803866502,0.433923220066353,0.38542288189498203,0.23904384546873492,0.07667984041686418,0.01111500812468196,0.0003993422234478555
MMR,Myanmar,30655410.666195307,45.50518844010267,0.21376535063213817,0.5052738969080006,0.28096075245986124,0.13132840705807328,0.01565527162090381,0.00020574003307169758,1.212408952151556e-07
MNE,Montenegro,183059.59700505115,50.35330863854208,0.19231156699751528,0.46008244639105383,0.347605986611431,0.19752132783293666,0.04694733681404653,0.0034116036670693594,3.7549120940957806e-05
MNG,Mongolia,4141162.2158856094,49.793488872216706,0.19460640175341803,0.4650155986482863,0.3403779995982957,0.18993016431336107,0.04241575622012867,0.002662021155137878,2.2770173838187776e-05
MNP,Northern Mariana Islands,26423.965044456578,51.112258980429196,0.18927596161636734,0.4534626188617235,0.3572614195219092,0.20783849618170763,0.05352198487551113,0.004688213618113512,7.111748469981401e-05
MOZ,Mozambique,79739455.32507071,43.209318280608436,0.2254755779871877,0.5278717715090941,0.24665265050371823,0.10154689503414435,0.007734941433468032,3.137316318817785e-05,2.342978300981769e-09
MRT,Mauritania,14695459.854908425,47.451330476950304,0.20463185419242855,0.4866796274917246,0.3086885183158468,0.15757879198835317,0.025648118656500296,0.000740200037806376,1.6814979062498617e-06
MSR,Montserrat,1675.1712211603958,49.976351443636204,0.193818663008229,0.46351697435306144,0.3426643626387096,0.1922149597826207,0.04364598597336071,0.0028448153991939315,2.6124016497375185e-05
MTQ,Martinique,141758.8671181373,52.833221111642246,0.1828063110368748,0.4386950050321586,0.3784986839309667,0.23133178086522008,0.07072962408618338,0.00922386137979623,0.0002729697445161476
