iso3,name,population,median_age_approx,under_20_share,age_20_64_share,age_65_plus_share,age_80_plus_share,age_100_plus_share,age_120_plus_share,age_150_plus_share
MUS,Mauritius,291439.44694910944,50.031001743880324,0.1936118286411787,0.46297918901152957,0.34340898234729167,0.19304458784731907,0.04418973677848815,0.0029373284267561893,2.7871335425705276e-05
MWI,Malawi,46735668.556480676,46.09490959063113,0.21093063505422072,0.4995537930155597,0.28951557193021965,0.13924549029543853,0.01837963268612711,0.00031389566531197247,2.907706071585558e-07
MYS,Malaysia,29183500.01165732,51.112671800332606,0.18928126550506671,0.45345181729354755,0.35726691720138576,0.20784708493135362,0.05358295625457828,0.004711331596850847,7.17043383162088e-05
MYT,Mayotte,1316666.616163182,51.267866753163865,0.188666401529958,0.4521256780167048,0.3592079204533372,0.2099182059996323,0.05495347407449442,0.005004265973162206,7.970507542828479e-05
NAM,Namibia,4266339.123628203,45.10655513224727,0.2157558282674901,0.5090243668671047,0.2752198048654053,0.12622425518723593,0.014126249011073663,0.00015939807112839576,7.323847900693691e-08
NCL,New Caledonia,224779.59305686623,50.994683328220866,0.18974294959531,0.4544812373416217,0.35577581306306827,0.20623220590489233,0.05250094476072221,0.004481638288503527,6.472537184651734e-05
NER,Niger,67933615.13240564,43.18797511801109,0.2255149198950517,0.5283986208422643,0.24608645926268397,0.1008851801613281,0.007505274931113606,2.8044114169062304e-05,1.7589257319838598e-09
NGA,Nigeria,319394676.09250575,40.67891502807572,0.2395590362730184,0.5538900268864442,0.20655093684053755,0.07063964931710708,0.0027378430208599195,1.489866059623346e-06,2.397868670633193e-12
NIC,Nicaragua,5591925.840898621,49.40667750352828,0.19615885256210813,0.4686360916905889,0.33520505574730297,0.18438933997953894,0.039078151720817945,0.0021570432137869105,1.4891180960826566e-05
NIU,Niue,1648.7260478411795,46.172110661482336,0.21056067571161813,0.4988158919732657,0.29062343231511617,0.14027868293175952,0.018736681760783292,0.0003290974559262621,3.198913737195797e-07
NLD,Netherlands,11555785.040196609,51.7323253025992,0.1868851359435583,0.4480961779019464,0.3650186861544954,0.21628991486413865,0.05940488727259605,0.006049896813555763,0.00011798102816480638
NOR,Norway,3543372.220341971,52.30793482512486,0.18471457231911328,0.4431878072854009,0.3720976203954859,0.22410507912702732,0.06508453891847003,0.007532368034117966,0.00018241219237900909
NPL,Nepal,19453536.66765357,47.9332624913233,0.20245986446364175,0.48223721929296426,0.31530291624339407,0.16406222863334027,0.028540893949574066,0.0009711107223508614,2.947324703633466e-06
NRU,Nauru,14447.674240872291,42.013552041202075,0.23201817444694067,0.5398479290814293,0.22813389647163,0.08682126718566781,0.0050040877422683145,9.335273779562517e-06,1.686583128629847e-10
NZL,New Zealand,3892440.843293457,51.810615193055035,0.1865871586584668,0.4474215870176529,0.36599125432388024,0.21736319263262666,0.060167653853989686,0.006238661819911078,0.00012547546025921285
OMN,Oman,10058640.92031848,53.38087085348508,0.18077280201614898,0.4342879071759113,0.38493929080793976,0.2384645849517016,0.07622654139693394,0.010997237718142656,0.0003956331190580873
PAK,Pakistan,378828593.35691833,45.245162717230286,0.21501692695523836,0.507887648185769,0.27709542485899263,0.1277537057060184,0.014479235697663585,0.00016654885522590898,7.742779980764923e-08
PAN,Panama,4007764.500050231,52.192908159031276,0.1851569153331381,0.44412667246507936,0.3707164122017826,0.2226087302456195,0.06402633213542253,0.00725111175321398,0.00016858459733353439
PER,Peru,24711989.44267321,51.239466219012144,0.18878115945183266,0.4523626702083775,0.3588561703397897,0.209553095733521,0.0547229205108633,0.004959211035267667,7.937491787414944e-05
PHL,Philippines,68544036.41827843,46.68991996006956,0.20814569407228958,0.49379508980224845,0.2980592161254619,0.14737072229119005,0.02146129041942747,0.0004701308592817576,6.709440927906622e-07
PLW,Palau,6730.134147850482,45.49210962450023,0.21382724845177387,0.5054076305770581,0.280765120971168,0.1311448201797054,0.015591371792216632,0.00020338986358899846,1.1827122290047313e-07
PNG,Papua New Guinea,12875777.164923705,43.667631552448086,0.2230410718092566,0.5233425692669508,0.25361635892379253,0.1073142266488194,0.008990489992866993,4.6923679035410946e-05,5.4718270627727295e-09
POL,Poland,10076874.518055508,51.171906600308304,0.1890839649280028,0.4528373290204554,0.3580787060515418,0.20883014654046417,0.0543752981524706,0.004905876851189744,7.836718781364332e-05
PRI,Puerto Rico,387918.87456587097,52.23569322353561,0.1850320240190611,0.44366948025623953,0.3712984957246993,0.2233682125470404,0.06477464947917295,0.007517222858225164,0.00018658369113637514
PRK,Dem. People's Republic of Korea,11469159.246971484,48.484981185706616,0.20006592974469548,0.47705810678728594,0.32287596346801845,0.17172706855429598,0.032307539638591065,0.0013335438119981304,5.6231906898455585e-06
PRT,Portugal,6182031.796442146,52.63714430112576,0.18351753885436067,0.44035513724377,0.3761273239018693,0.22865411599200477,0.068609781180961,0.00856186725136146,0.0002348164191561108
PRY,Paraguay,6185116.332321159,48.75058224775235,0.19894763775030144,0.4745374193773193,0.3265149428723793,0.17549458912989221,0.03430847903680644,0.0015575608948620366,7.68526067760429e-06
PSE,State of Palestine,8485268.67859963,50.71634818119618,0.1908380291341806,0.45693637467479026,0.35222559619102906,0.20239489339763164,0.04997503312491366,0.00397073646947174,5.071809820799604e-05
PYF,French Polynesia,99084.65818161154,53.07502572377488,0.18191379238309252,0.4367198613186471,0.38136634629826033,0.23451505360148658,0.07314597796887388,0.009965028039451528,0.0003202175520225439
QAT,Qatar,6909955.540803102,55.04263453089986,0.1749908390558832,0.4210282417789577,0.4039809191651591,0.2601663172663745,0.09455279249192865,0.018054002592125383,0.0010436810023115293
REU,Réunion,592965.2180861422,53.623584241896374,0.1799507608438693,0.43221063747711147,0.3878386016790193,0.24182502538584366,0.0790393914484572,0.011948503280396454,0.00045333870580658653
ROU,Romania,6391129.939270271,49.68878078477477,0.19502247716588098,0.465996706304593,0.3389808165295261,0.18842407002304526,0.041478651590785856,0.00251133741490141,2.025677466074174e-05
RUS,Russian Federation,86577968.93498762,49.63447215506647,0.19529597793041384,0.4663260470621176,0.33837797500746863,0.1879513562130541,0.04140517693473823,0.002531084212097324,2.102045165549637e-05
RWA,Rwanda,25307182.85659675,46.95793287829593,0.20688429183993023,0.49132860251180166,0.3017871056482681,0.15087894346069883,0.02282230519560401,0.0005487462459992968,9.129995000014844e-07
SAU,Saudi Arabia,59559323.4576253,53.03081290616345,0.18204138076290208,0.43716141146745224,0.38079720776964565,0.2338049237387439,0.07253639784651714,0.009780884279013526,0.00031176288753416247
SDN,Sudan,108525749.71477634,45.47741538306597,0.2139148767148595,0.505485544319227,0.28059957896591353,0.13104040414684723,0.015595830686337192,0.00020493404991619673,1.2129158923126884e-07
SEN,Senegal,37256558.05855836,46.72477634896919,0.2079395968444555,0.49362438649011325,0.2984360166654312,0.14759657070103205,0.021452095840153604,0.0004656271491245637,6.491678731024645e-07
SGP,Singapore,2281318.195847373,52.75858147334522,0.18307202301943706,0.43933704224552,0.3775909347350429,0.23029853809270437,0.06988973224898885,0.008958680777538428,0.00026053601152116484
SHN,Saint Helena,1627.6983664794664,50.02914298803452,0.19362913891913092,0.4629705368325282,0.34340032424834094,0.19305355804407212,0.044234019654399326,0.0029493097523055206,2.7927212678237518e-05
SLB,Solomon Islands,1391538.0881518777,46.65593989242088,0.20825315353137408,0.49429940777421183,0.2974474386944141,0.1466410133756744,0.021056488596233644,0.0004426608076037813,5.854893291862477e-07
SLE,Sierra Leone,10840705.323256247,42.69095145497376,0.2282129105073348,0.533316143006435,0.23847094648623007,0.0947600494412509,0.006320674753030517,1.752264000801705e-05,6.397445111050486e-10
SLV,El Salvador,2949193.588934875,49.102549329137226,0.19747304413750283,0.47126247413362504,0.3312644817288721,0.1804280940558342,0.03700693052884809,0.0018919020728297247,1.1466073113750755e-05
SMR,San Marino,20574.579900539284,54.35941516455747,0.17734444409165492,0.42636738810424035,0.39628816780410475,0.25135559852429024,0.08682986298984903,0.014785780863950689,0.0006914846559135484
SOM,Somalia,49997701.76594774,41.41118649847648,0.23543075603682673,0.5459237755610828,0.21864546840209037,0.07965473065153411,0.003932061453453258,4.670717617294124e-06,3.601271460644735e-11
SPM,Saint Pierre and Miquelon,958.8643885153995,50.1509224519793,0.19316035862752332,0.46179402104480183,0.34504562032767483,0.1948870118253049,0.045422917408732645,0.0031597923574840417,3.2507498073096214e-05
SRB,Serbia,2128844.149795112,50.80434597732085,0.1905115508278587,0.45609632825888363,0.35339212091325767,0.20371725670888485,0.0509059208732773,0.004163516379566515,5.6052986711619195e-05
SSD,South Sudan,15896002.305207219,40.724502168056425,0.23942805197779857,0.5528103721136153,0.20776157590858613,0.07178996514454783,0.002938704464101521,1.9746745235644525e-06,5.062434389180292e-12
STP,Sao Tome and Principe,429206.33608692663,47.60292374850188,0.2039795630622098,0.48515526029722245,0.3108651766405678,0.15980498239989496,0.02671726611634052,0.0008268807012905905,2.1232483787971815e-06
SUR,Suriname,472966.561471216,48.935792342556674,0.1981586644465906,0.4728454028747419,0.3289959326786674,0.17803290957566162,0.03565187756049092,0.001716556455222123,9.36065894879949e-06
SVK,Slovakia,2025305.6408339818,51.009783841591705,0.18970653826334447,0.454284420835884,0.3560090409007716,0.20655154935720016,0.05279637831905475,0.004555862560643633,6.711266545214668e-05
SVN,Slovenia,1044321.1128974387,52.6504651215995,0.18346065371053769,0.4402589944893973,0.3762803518000651,0.22881591494808165,0.06869524082640203,0.008578940279238723,0.00023673064716111367
SWE,Sweden,7599014.52278515,52.64144803501259,0.18348159657070606,0.4403712274925446,0.37614717593674935,0.2286220139533018,0.06850061943433992,0.008510522291133237,0.00023231690296536892
SWZ,Eswatini,856566.9726287208,43.14554156533856,0.22582366854281258,0.5284793183159411,0.24569701314124637,0.10078265435537018,0.0075830852835537714,2.9794846345000803e-05,2.1091511413258204e-09
SXM,Sint Maarten (Dutch part),24346.168867143613,49.72375325675079,0.1948650169805427,0.4657294473206845,0.33940553569877274,0.1888252192721375,0.04167501516066282,0.0025377398224619777,2.0707218531954407e-05
SYC,Seychelles,76075.1264643202,48.533805563329,0.19988279090513358,0.47651735940862194,0.32359984968624456,0.1725366467660785,0.032801922014635,0.001392049713787827,6.126582737559585e-06
SYR,Syrian Arab Republic,29684520.096394274,48.31708364576874,0.20079461835638757,0.4786042190954373,0.3206011625481752,0.16942695690474782,0.031164343641995818,0.0012171766273689152,4.656959083000288e-06
TCA,Turks and Caicos Islands,22532.130017905434,50.92999866905708,0.18999542609119904,0.4550559807668044,0.3549485931419966,0.20533281972022915,0.051906824211044256,0.004361050875312773,6.162006769458253e-05
TCD,Chad,50622419.94143193,40.57177473549461,0.24027858470905084,0.5545786051593372,0.20514281013161195,0.0698362812893014,0.002690904352662141,1.4661050408935824e-06,2.408502609122138e-12
TGO,Togo,21059092.994351175,43.343776270065206,0.22466708618291514,0.5269144818168578,0.24841843200022698,0.10276044071255189,0.007879567724618102,3.191021262026642e-05,2.31402781374137e-09
THA,Thailand,26763580.84097414,51.2466022346486,0.18879586202633167,0.4521806715429651,0.3590234664307032,0.20986267923948523,0.055087805927863595,0.0050650919172986674,8.343499771029666e-05
TJK,Tajikistan,14487369.526072076,47.322962441450294,0.20521145145032313,0.48788964840401144,0.30689890014566545,0.15582965882947755,0.024879509362158617,0.0006838211943965255,1.43266375861274e-06
TKL,Tokelau,3082.822598677547,49.93025083715029,0.19400056109556202,0.4639398507658672,0.3420595881385708,0.1915565791041747,0.04323175413138526,0.002776032175201095,2.47174562615856e-05
TKM,Turkmenistan,6304965.434060836,46.342899138283336,0.20975881125378182,0.49715517143984866,0.2930860173063696,0.14261297423396865,0.019610275106017587,0.00037119358528513624,4.110756374679728e-07
TLS,Timor-Leste,1229262.4780091986,45.98710196492606,0.21140121863485456,0.5007521973855883,0.28784658397955715,0.13756977711126195,0.017685436822501833,0.00028048508390210675,2.2800565991509386e-07
TON,Tonga,87422.69759475405,48.488906078603094,0.20007982248410425,0.47691239361527255,0.32300778390062324,0.17195238716857786,0.03250265921943203,0.00135906206549405,5.82622557533597e-06
TTO,Trinidad and Tobago,498294.92103007913,48.20708451727342,0.20129540812760252,0.4795587061972673,0.31914588567513014,0.16802053798551073,0.030534291655419588,0.001159237885024581,4.2281572660493255e-06
TUN,Tunisia,6493976.730597049,50.59111071051539,0.19133860110961443,0.45803910859183095,0.3506222902985547,0.20068073737168976,0.04888178715780672,0.0037625331420712686,4.56895104065952e-05
TUR,Türkiye,34354784.46882697,50.632064078516656,0.19118664466515958,0.45764189691400126,0.3511714584208392,0.20130327388460745,0.04932069841779012,0.0038511625537096445,4.800783312485231e-05
TUV,Tuvalu,8923.788358726835,45.23549068321634,0.21510386908510173,0.5078240101789202,0.27707212073597814,0.1278507865809042,0.014585799061416571,0.00017192708005066997,8.448051399847178e-08
TWN,"China, Taiwan Province of China",5208619.7310798755,52.250256816405056,0.18495043745460416,0.4436215303212529,0.371428032224143,0.22342563531625825,0.0646677274230299,0.007440643587331243,0.0001798232488484128
TZA,United Republic of Tanzania,234855461.1167441,46.60685034272758,0.20852257680735864,0.4946220392884398,0.29685538390420163,0.1461889223225393,0.020981103004462934,0.000442917251427279,5.902713809175736e-07
UGA,Uganda,90206495.47525068,47.96836471766191,0.20235298540284222,0.4817431162395239,0.31590389835763394,0.1648005159788337,0.02901638413293478,0.0010203110103180115,3.2584125644338514e-06
UKR,Ukraine,6739919.043565388,50.00524573766915,0.19375967148035625,0.4630763878028862,0.34316394071675765,0.192922477432326,0.0442711692712596,0.0029733710700876863,2.9007647563409984e-05
URY,Uruguay,1233996.028361987,51.091980773244444,0.18939780319713792,0.45352941487955295,0.3570727819233091,0.20774237704925946,0.0536531686733876,0.004750674972220948,7.33884038104764e-05
USA,United States of America,295569354.96590185,51.443591282679954,0.18800342667670097,0.4505539793485209,0.361442593974778,0.21240921880744415,0.056719988259545495,0.005413134370299801,9.436029404874843e-05
UZB,Uzbekistan,56951238.99868078,48.17441625873709,0.20144057984939306,0.479845490676835,0.31871392947377186,0.16759787491113762,0.030326219388657632,0.0011387020156470658,4.0628423903666155e-06
VAT,Holy See,825.1847986486015,53.91477491978452,0.17889954742421263,0.42991603374443493,0.39118441883135235,0.24556131278708962,0.08204642171474168,0.013040441754636258,0.0005559192049417938
VCT,Saint Vincent and the Grenadines,38860.16804076093,47.192109467742256,0.20581767450072272,0.48909355261585485,0.30508877288342245,0.15409302045785744,0.024172404893419763,0.0006368229705418667,1.2416742176136983e-06
VEN,Venezuela (Bolivarian Republic of),18028953.234121725,48.390145322524866,0.20051166496280357,0.47781582511688425,0.3216725099203122,0.17060832270518683,0.03185001467480455,0.0012934440630823353,5.287798352757836e-06
VGB,British Virgin Islands,16361.325119929174,50.42925752274411,0.19199500887375812,0.4594498227983402,0.3485551683279017,0.19849267838418233,0.04752438423797273,0.003512944713867178,3.989850718956486e-05
VIR,United States Virgin Islands,41048.27856706734,50.2623948678359,0.19273261642910883,0.46072196155428863,0.3465454220166026,0.19656196303783896,0.046590173275412795,0.0033915676544868764,3.7817006082760564e-05
VNM,Viet Nam,56395515.699421145,49.99086728122783,0.19380713963109236,0.46323242976691686,0.3429604306019908,0.19267162019331938,0.04406958703483411,0.0029304932069585733,2.777236125607066e-05
VUT,Vanuatu,727589.430930745,48.17666952494246,0.20141117985713392,0.47988791277332143,0.31870090736954454,0.16752846019691342,0.030238846152497313,0.0011269791477622512,3.966853328338526e-06
WLF,Wallis and Futuna Islands,3719.1319457524937,50.917548726906574,0.190025762883742,0.45522215151028134,0.3547520856059767,0.2050728970949752,0.05168036024143604,0.004313156341136777,6.0785767374028844e-05
WSM,Samoa,309297.9444552185,47.5250929437445,0.2042999899992788,0.4859794632543226,0.30972054674639854,0.15859983823313392,0.026090056242198657,0.0007724297484628353,1.8358929058605946e-06
XKX,Kosovo (under UNSC res. 1244),565877.430791138,50.31439965743832,0.19244012805100277,0.46051295646096224,0.3470469154880349,0.19684555714212096,0.04644048485683842,0.003314511637233418,3.565729096412708e-05
YEM,Yemen,82341309.27328345,45.72460352899368,0.21266668439503983,0.503275110204031,0.2840582054009291,0.13407238789262446,0.016493740614342525,0.00023385108336120046,1.562677845975446e-07
ZAF,South Africa,71184541.25892855,46.523202833897024,0.20894798814617555,0.4952989295287935,0.2957530823250311,0.14524451773882951,0.02070773741450197,0.00043288476356629035,5.754058526248123e-07
ZMB,Zambia,52524850.73358077,45.17036397168155,0.2154037831577645,0.5085481144847689,0.2760481023574667,0.12685870533612034,0.014243463062329917,0.00016060836530750348,7.246002133886551e-08
ZWE,Zimbabwe,29339516.405488387,45.36124863351383,0.21448002345814499,0.506630632659541,0.27888934388231407,0.12947249922530532,0.015088493782376294,0.00018778020185156462,1.010637242447289e-07
