iso3,country_name,original_2026_to_2060_rate,original_source_method,original_source_year,original_oecd_2024_projected_fallback,new_2061_forward_rate,new_source,new_source_years,new_calculation_method,new_fallback_used,new_fallback_donor_count,new_fallback_donor_iso3,new_source_path,new_source_sha256,new_policy_id,rate_change_percentage_points
GRC,Greece,0.1658238817372449,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.16881202808615,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.29881463489050963
HKG,"China, Hong Kong SAR",0.16538902686608864,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.169391441316248,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.4002414450159364
HRV,Croatia,0.2507343768038038,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.257348749663888,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.6614372860084206
HUN,Hungary,0.2158582673730332,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.219445831776773,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.3587564403739779
IDN,Indonesia,0.2741019913604466,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.287670039932789,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,1.3568048572342395
IND,India,0.2975177759350861,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.316790977460161,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,1.927320152507489
IRL,Ireland,0.21690080514461454,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.222358029402053,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.5457224257438442
ISL,Iceland,0.26163598374596975,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.26661230015681797,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.4976316410848225
ISR,Israel,0.22992885234885263,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.23804534083676698,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.8116488487914353
ITA,Italy,0.21721567853933324,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.218347372224523,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.11316936851897552
JOR,Jordan,0.2674840570829466,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2007,False,0.223283039488531,World Bank WDI NE.GDI.FTOT.ZS,2024,unweighted_median_of_74_modeled_country_WDI_2024_GFCF_GDP_percentages_divided_by_100,True,74,AGO;ARG;AUS;AUT;BEL;BGD;BGR;BLR;BRA;BRN;CAN;CHE;CHL;CHN;CIV;CMR;COD;COL;CRI;CYP;CZE;DEU;DNK;EGY;ESP;EST;FIN;FRA;GBR;GRC;HKG;HRV;HUN;IDN;IND;IRL;ISL;ISR;ITA;JPN;KAZ;KHM;KOR;LTU;LUX;LVA;MAR;MEX;MLT;MYS;NLD;NOR;NZL;PAK;PER;PHL;POL;PRT;ROU;RUS;SAU;SEN;SGP;STP;SVK;SVN;SWE;THA;TUN;TUR;UKR;USA;VNM;ZAF,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,-4.420101759441558
JPN,Japan,0.2761506616359199,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2024,False,0.278136184893082,World Bank WDI NE.GDI.FTOT.ZS,2024,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.1985523257162114
KAZ,Kazakhstan,0.23246166013740122,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2024,False,0.24317581805313399,World Bank WDI NE.GDI.FTOT.ZS,2024,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,1.071415791573277
KHM,Cambodia,0.29715577623013867,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.309107381550115,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,1.1951605319976355
KOR,Republic of Korea,0.278120731685448,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.283299339709431,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.5178608023983011
LAO,Lao People's Democratic Republic,0.27888489031351466,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2016,False,0.223283039488531,World Bank WDI NE.GDI.FTOT.ZS,2024,unweighted_median_of_74_modeled_country_WDI_2024_GFCF_GDP_percentages_divided_by_100,True,74,AGO;ARG;AUS;AUT;BEL;BGD;BGR;BLR;BRA;BRN;CAN;CHE;CHL;CHN;CIV;CMR;COD;COL;CRI;CYP;CZE;DEU;DNK;EGY;ESP;EST;FIN;FRA;GBR;GRC;HKG;HRV;HUN;IDN;IND;IRL;ISL;ISR;ITA;JPN;KAZ;KHM;KOR;LTU;LUX;LVA;MAR;MEX;MLT;MYS;NLD;NOR;NZL;PAK;PER;PHL;POL;PRT;ROU;RUS;SAU;SEN;SGP;STP;SVK;SVN;SWE;THA;TUN;TUR;UKR;USA;VNM;ZAF,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,-5.560185082498364
LTU,Lithuania,0.2229240625907989,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.229415611293443,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.6491548702644123
LUX,Luxembourg,0.14739917745039963,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.14974577235541,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.23465949050103796
LVA,Latvia,0.22959540020558616,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.234687826182146,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.5092425976559845
MAR,Morocco,0.2556015473335152,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.268054454719604,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,1.2452907386088785
MEX,Mexico,0.2204445563175797,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.224057642595625,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.36130862780452966
MLT,Malta,0.17154534066438287,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.177892518268965,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.6347177604582116
MMR,Myanmar,0.28595886947164084,OECD_2024_DESTINATION_GFCF_TO_BOUNDED_VA_SHARE_FALLBACK,2024,True,0.223283039488531,World Bank WDI NE.GDI.FTOT.ZS,2024,unweighted_median_of_74_modeled_country_WDI_2024_GFCF_GDP_percentages_divided_by_100,True,74,AGO;ARG;AUS;AUT;BEL;BGD;BGR;BLR;BRA;BRN;CAN;CHE;CHL;CHN;CIV;CMR;COD;COL;CRI;CYP;CZE;DEU;DNK;EGY;ESP;EST;FIN;FRA;GBR;GRC;HKG;HRV;HUN;IDN;IND;IRL;ISL;ISR;ITA;JPN;KAZ;KHM;KOR;LTU;LUX;LVA;MAR;MEX;MLT;MYS;NLD;NOR;NZL;PAK;PER;PHL;POL;PRT;ROU;RUS;SAU;SEN;SGP;STP;SVK;SVN;SWE;THA;TUN;TUR;UKR;USA;VNM;ZAF,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,-6.267582998310983
MYS,Malaysia,0.20375990177515943,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.213336617158592,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.9576715383432577
NGA,Nigeria,0.30704124547710465,OECD_2024_DESTINATION_GFCF_TO_BOUNDED_VA_SHARE_FALLBACK,2024,True,0.223283039488531,World Bank WDI NE.GDI.FTOT.ZS,2024,unweighted_median_of_74_modeled_country_WDI_2024_GFCF_GDP_percentages_divided_by_100,True,74,AGO;ARG;AUS;AUT;BEL;BGD;BGR;BLR;BRA;BRN;CAN;CHE;CHL;CHN;CIV;CMR;COD;COL;CRI;CYP;CZE;DEU;DNK;EGY;ESP;EST;FIN;FRA;GBR;GRC;HKG;HRV;HUN;IDN;IND;IRL;ISL;ISR;ITA;JPN;KAZ;KHM;KOR;LTU;LUX;LVA;MAR;MEX;MLT;MYS;NLD;NOR;NZL;PAK;PER;PHL;POL;PRT;ROU;RUS;SAU;SEN;SGP;STP;SVK;SVN;SWE;THA;TUN;TUR;UKR;USA;VNM;ZAF,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,-8.375820598857365
NLD,Netherlands,0.19556185909109577,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.19797313681368903,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.24112777225932525
NOR,Norway,0.23038959210277993,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.233787838586296,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.3398246483516082
NZL,New Zealand,0.22885845135204397,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2024,False,0.233735424950356,World Bank WDI NE.GDI.FTOT.ZS,2024,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.48769735983120455
PAK,Pakistan,0.12135563818513165,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.125728081828942,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.4372443643810342
PER,Peru,0.1995266901374752,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.205153342799352,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.5626652661876785
PHL,Philippines,0.21848133534218775,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.227364786437201,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.8883451095013262
POL,Poland,0.1648081900254588,WDI_GFCF_SHARE_APPLIED_TO_REAL_GDP_LEVEL,2025,False,0.170286414261905,World Bank WDI NE.GDI.FTOT.ZS,2025,latest_available_2025_then_2024_WDI_GFCF_GDP_percentage_divided_by_100,False,0,,/home/ubuntu/LOOM_Earth2026/raw/WB_WDI_NE.GDI.FTOT.ZS_1990_2026.json,bdcba23035a47cefebc486ba17e12a1d8fbc977759668100b69c86b6bf86c5bc,WDI_NATIONAL_GFCF_GDP_LATEST_2024_2025_MEDIAN_2024_FALLBACK_v1,0.54782242364462
